lane_local_index,review_seq,identity_key,manual_seen,semantic_summary_ja,discovery_mode,route_1_id,route_1_strength,route_1_reason_ja,route_2_id,route_2_strength,route_2_reason_ja,route_3_id,route_3_strength,route_3_reason_ja,local_refinement_ids,body_site_ids,theme_ids,route_vocabulary_gap,route_vocabulary_gap_note,review_depth,evidence_urls,uncertainty_note
679,2036,blue_garter_belt,YES,衣服・装身具・露出状態に関するタグ,BROWSE_WORTHY,CLOTHING_EXPOSURE,CORE,衣服・装身具・露出状態として探すのが自然,,,,,,,"[""CLOTHING/EVERYDAY""]",[],[],NO,,CHECKED,[],
680,2039,new_wave_(idolmaster),YES,HOLD,HOLD,,,,,,,,,,,,,NO,,RESEARCHED,,
681,2042,pp-19-01_vityaz,YES,物体・道具・小物に関するタグ,MIXED,TOOL_OBJECT,CORE,物体・道具・小物として探すのが自然,,,,,,,"[""OBJECT_PROP/WEAPON""]",[],[],NO,,CHECKED,[],
682,2045,diamond_earrings,YES,衣服・装身具・露出状態に関するタグ,BROWSE_WORTHY,CLOTHING_EXPOSURE,CORE,衣服・装身具・露出状態として探すのが自然,,,,,,,"[""CLOTHING/ACCESSORY""]",[],[],NO,,CHECKED,[],
683,2048,saiyan_armor,YES,衣服・装身具・露出状態に関するタグ,MIXED,CLOTHING_EXPOSURE,CORE,衣服・装身具・露出状態として探すのが自然,,,,,,,"[""CLOTHING/COSTUME""]",[],[],NO,,CHECKED,[],
684,2051,kingdom_key,YES,物体・道具・小物に関するタグ,MIXED,TOOL_OBJECT,CORE,物体・道具・小物として探すのが自然,,,,,,,"[""OBJECT_PROP/WEAPON""]",[],[],NO,,CHECKED,[],
685,2054,multicolored_text,YES,文字・記号・レイアウトに関するタグ,BROWSE_WORTHY,TEXT_SYMBOL,CORE,文字・記号・レイアウトとして探すのが自然,COLOR_PATTERN_SHAPE,SUPPORTING,色・模様・形状として独立に探すのが自然,,,,"[""TEXT_SYMBOL/TEXT""]",[],[],NO,,CHECKED,[],
686,2057,footjob_with_boots,YES,動作・接触に関するタグ,BROWSE_WORTHY,ACTION_CONTACT,CORE,動作・接触として探すのが自然,CLOTHING_EXPOSURE,SUPPORTING,衣服・装身具・露出状態として探すのが自然,,,,"[""ACTION_CONTACT/INTIMATE""]",[],[],NO,,CHECKED,[],
687,2060,chaldea_bedroom,YES,場所・背景に関するタグ,MIXED,SCENE_BACKGROUND,CORE,場所・背景として探すのが自然,,,,,,,[],[],[],NO,,CHECKED,[],
688,2063,imminent_peeing,YES,液体・分泌・排泄表現に関するタグ,BROWSE_WORTHY,FLUID_EXCRETION,CORE,液体・分泌・排泄表現として探すのが自然,,,,,,,[],[],[],NO,,CHECKED,[],
689,2066,yellow_claws,YES,非人間的特徴・変身要素に関するタグ,BROWSE_WORTHY,NONHUMAN_TRANSFORM,CORE,非人間的特徴・変身要素として探すのが自然,,,,,,,[],[],[],NO,,CHECKED,[],
690,2069,gibson_sg_(bass),YES,物体・道具・小物に関するタグ,MIXED,TOOL_OBJECT,CORE,物体・道具・小物として探すのが自然,,,,,,,"[""OBJECT_PROP/DAILY""]",[],[],NO,,CHECKED,[],
691,2072,role_reversal,YES,人物関係・役割に関するタグ,BROWSE_WORTHY,RELATION_ROLE,CORE,人物同士の関係・役割として探すのが自然,,,,,,,[],[],[],NO,,CHECKED,[],
692,2075,team_sonic_(sonic),YES,HOLD,HOLD,,,,,,,,,,,,,NO,,RESEARCHED,,
693,2078,cross_in_eye,YES,髪・顔・目などの外観に関するタグ,BROWSE_WORTHY,HAIR_FACE,CORE,髪・顔・目などの外観として探すのが自然,TEXT_SYMBOL,SUPPORTING,文字・記号・レイアウトとして探すのが自然,,,,"[""TEXT_SYMBOL/SYMBOL""]",[],[],NO,,CHECKED,[],
694,2081,squiggle_eyes,YES,髪・顔・目などの外観に関するタグ,BROWSE_WORTHY,HAIR_FACE,CORE,髪・顔・目などの外観として探すのが自然,,,,,,,[],[],[],NO,,CHECKED,[],
695,2084,imminent_threesome,YES,人数・人数構成に関するタグ,BROWSE_WORTHY,PEOPLE_COUNT,CORE,人数・人数構成として探すのが自然,ACTION_CONTACT,SUPPORTING,動作・接触として探すのが自然,,,,"[""ACTION_CONTACT/INTIMATE""]",[],[],NO,,CHECKED,[],
696,2087,food_with_face,YES,物体・道具・小物に関するタグ,BROWSE_WORTHY,TOOL_OBJECT,CORE,物体・道具・小物として探すのが自然,HAIR_FACE,SUPPORTING,髪・顔・目などの外観として探すのが自然,,,,"[""OBJECT_PROP/FOOD""]",[],[],NO,,CHECKED,[],
697,2090,pussy,YES,身体部位・身体特徴に関するタグ,BROWSE_WORTHY,BODY_SITE,CORE,身体部位・身体特徴として探すのが自然,,,,,,,[],"[""FEMALE_GENITAL""]",[],NO,,CHECKED,[],
698,2093,megumin_(cosplay),YES,衣服・装身具・露出状態に関するタグ,MIXED,CLOTHING_EXPOSURE,CORE,衣服・装身具・露出状態として探すのが自然,,,,,,,"[""CLOTHING/COSTUME""]",[],[],NO,,CHECKED,[],
699,2096,towel,YES,物体・道具・小物に関するタグ,BROWSE_WORTHY,TOOL_OBJECT,CORE,物体・道具・小物として探すのが自然,,,,,,,"[""OBJECT_PROP/DAILY""]",[],[],NO,,CHECKED,[],
700,2099,brown_sash,YES,衣服・装身具・露出状態に関するタグ,BROWSE_WORTHY,CLOTHING_EXPOSURE,CORE,衣服・装身具・露出状態として探すのが自然,,,,,,,"[""CLOTHING/ACCESSORY""]",[],[],NO,,CHECKED,[],
701,2102,antelope_ears,YES,アンテロープのような耳,BROWSE_WORTHY,NONHUMAN_TRANSFORM,CORE,動物耳という人外身体特徴から探すのが自然,,,,,,,[],[],[],NO,,CHECKED,[],
702,2105,status_effect,YES,ゲーム等の状態異常・状態効果を示す表現,BROWSE_WORTHY,COMPOSITION_CAMERA,CORE,状態効果を視覚的に示す演出として探すのが自然,,,,,,,[],[],[],NO,,CHECKED,[],
703,2108,polka_dot_headwear,YES,水玉模様の帽子・頭部装飾,BROWSE_WORTHY,CLOTHING_EXPOSURE,CORE,頭部に着ける衣装・装飾品として探すのが自然,COLOR_PATTERN_SHAPE,SUPPORTING,水玉柄から探す入口も有用,,,,"[""CLOTHING/ACCESSORY""]",[],[],NO,,CHECKED,[],
704,2111,fitness_gym,YES,フィットネスジム・トレーニング施設,BROWSE_WORTHY,SCENE_BACKGROUND,CORE,場所・室内背景として探すのが自然,,,,,,,[],[],[],NO,,CHECKED,[],
705,2114,dangling,YES,ぶら下がっている姿勢・状態,BROWSE_WORTHY,POSE_POSITION,CORE,身体の支持・位置関係として探すのが自然,,,,,,,[],[],[],NO,,CHECKED,[],
706,2117,fur-lined_gloves,YES,毛皮の裏地・縁取りがある手袋,BROWSE_WORTHY,CLOTHING_EXPOSURE,CORE,手袋という衣服から探すのが自然,,,,,,,"[""CLOTHING/ACCESSORY""]",[],[],NO,,CHECKED,[],
707,2120,streamers,YES,装飾用の細長い紙テープ・ストリーマー,BROWSE_WORTHY,TOOL_OBJECT,CORE,装飾小物として探すのが自然,,,,,,,"[""OBJECT_PROP/DAILY""]",[],[],NO,,CHECKED,[],
708,2123,plaid_dress,YES,格子柄のドレス,BROWSE_WORTHY,CLOTHING_EXPOSURE,CORE,ドレスという衣服から探すのが自然,COLOR_PATTERN_SHAPE,SUPPORTING,格子柄から探す入口も有用,,,,"[""CLOTHING/EVERYDAY""]",[],[],NO,,CHECKED,[],
709,2126,r.b._(identity)_(project_moon),YES,HOLD,HOLD,,,,,,,,,,,,,NO,,RESEARCHED,,
710,2129,embroidered_bra,YES,刺繍入りのブラジャー,BROWSE_WORTHY,CLOTHING_EXPOSURE,CORE,下着という衣服から探すのが自然,COLOR_PATTERN_SHAPE,SUPPORTING,刺繍装飾の模様から探す入口も有用,,,,"[""CLOTHING/EVERYDAY""]",[],[],NO,,CHECKED,[],
711,2132,qujupao,YES,HOLD,HOLD,,,,,,,,,,,,,NO,,RESEARCHED,,
712,2135,conductor,YES,HOLD,HOLD,,,,,,,,,,,,,NO,,RESEARCHED,,
713,2138,blue_hat,YES,青い帽子,BROWSE_WORTHY,CLOTHING_EXPOSURE,CORE,帽子という衣服・装飾品から探すのが自然,,,,,,,"[""CLOTHING/ACCESSORY""]",[],[],NO,,CHECKED,[],
714,2141,pentagram,YES,五芒星・ペンタグラム記号,BROWSE_WORTHY,TEXT_SYMBOL,CORE,独立した記号・図形として探すのが自然,,,,,,,"[""TEXT_SYMBOL/SYMBOL""]",[],[],NO,,CHECKED,[],
715,2144,crooked_eyewear,YES,斜め・ずれた状態の眼鏡類,BROWSE_WORTHY,CLOTHING_EXPOSURE,CORE,眼鏡という装身具と着用状態から探すのが自然,,,,,,,"[""CLOTHING/ACCESSORY""]",[],[],NO,,CHECKED,[],
716,2147,falconry,YES,鷹狩・猛禽を使う狩猟,BROWSE_WORTHY,ACTION_CONTACT,CORE,人が猛禽を扱う行為・相互作用から探すのが自然,LIVING,SUPPORTING,猛禽という生物から探す入口も有用,,,,"[""ACTION_CONTACT/INTERACTION"",""LIVING_NATURE/CREATURE""]",[],[],NO,,CHECKED,[],
717,2150,soul_eater_moon,YES,HOLD,HOLD,,,,,,,,,,,,,NO,,RESEARCHED,,
718,2153,cartoon_wings,YES,漫画的・記号的に描かれた翼,BROWSE_WORTHY,NONHUMAN_TRANSFORM,CORE,翼という人外身体特徴から探すのが自然,STYLE_PROCESSING,SUPPORTING,漫画的な簡略表現から探す入口も有用,,,,[],[],[],NO,,CHECKED,[],
719,2156,shadow_censor,YES,影で隠す検閲表現,BROWSE_WORTHY,STYLE_PROCESSING,CORE,影を利用した画像上の隠蔽・加工から探すのが自然,,,,,,,[],[],[],NO,,CHECKED,[],
720,2159,drama_cd,YES,ドラマCD・音声ドラマ媒体,BROWSE_WORTHY,TOOL_OBJECT,CORE,CD・メディア商品という物体から探すのが自然,,,,,,,"[""OBJECT_PROP/DAILY""]",[],[],NO,,CHECKED,[],
721,2162,borrowed_accessory,YES,他者から借りた装飾品を身に着けている表現,BROWSE_WORTHY,CLOTHING_EXPOSURE,CORE,装飾品の着用状態から探すのが自然,RELATION_ROLE,SUPPORTING,他者から借りたという人物関係も独立して有用,,,,"[""CLOTHING/ACCESSORY""]",[],[],NO,,CHECKED,[],
722,2165,knowing_the_unseen_(project_sekai),YES,HOLD,HOLD,,,,,,,,,,,,,NO,,RESEARCHED,,
723,2168,jack-o'-lantern_ornament,YES,ジャック・オー・ランタンを模した装飾品,BROWSE_WORTHY,TOOL_OBJECT,CORE,装飾小物として探すのが自然,,,,,,,"[""OBJECT_PROP/DAILY""]",[],[],NO,,CHECKED,[],
724,2171,super_capital_ship_(eve_online),YES,『EVE Online』の超大型主力艦,MIXED,TOOL_OBJECT,CORE,作品内の宇宙船・乗り物として探す入口が有用,,,,,,,"[""OBJECT_PROP/VEHICLE""]",[],[],NO,,CHECKED,[],
725,2174,oerlikon_20mm_gun,YES,エリコン20mm機関砲,MIXED,TOOL_OBJECT,CORE,特定型式の火器として探す入口が有用,,,,,,,"[""OBJECT_PROP/WEAPON""]",[],[],NO,,CHECKED,[],
726,2177,metal_eyepatch,YES,衣服・装身具・露出状態に関するタグ,BROWSE_WORTHY,CLOTHING_EXPOSURE,CORE,衣服・装身具・露出状態として探すのが自然,,,,,,,"[""CLOTHING/ACCESSORY""]",[],[],NO,,CHECKED,[],
727,2180,ranguage,YES,HOLD,HOLD,,,,,,,,,,,,,NO,,RESEARCHED,,
728,2183,unworn_leotard,YES,衣服・装身具・露出状態に関するタグ,BROWSE_WORTHY,CLOTHING_EXPOSURE,CORE,衣服・装身具・露出状態として探すのが自然,,,,,,,"[""CLOTHING/EVERYDAY""]",[],[],NO,,CHECKED,[],
729,2186,hand_sonic,YES,HOLD,HOLD,,,,,,,,,,,,,NO,,RESEARCHED,,
730,2189,black_eagles_(fire_emblem),YES,検索向けタグとして確認,SEARCH_ORIENTED,,,,,,,,,,[],[],[],NO,,CHECKED,[],
731,2192,angry,YES,表情・視線に関するタグ,BROWSE_WORTHY,EXPRESSION_GAZE,CORE,表情・視線として探すのが自然,,,,,,,[],[],[],NO,,CHECKED,[],
732,2195,orange_slice,YES,物体・道具・小物に関するタグ,BROWSE_WORTHY,TOOL_OBJECT,CORE,物体・道具・小物として探すのが自然,,,,,,,"[""OBJECT_PROP/FOOD""]",[],[],NO,,CHECKED,[],
733,2198,blue_bandana,YES,衣服・装身具・露出状態に関するタグ,BROWSE_WORTHY,CLOTHING_EXPOSURE,CORE,衣服・装身具・露出状態として探すのが自然,,,,,,,"[""CLOTHING/ACCESSORY""]",[],[],NO,,CHECKED,[],
734,2201,spiked_bracelet,YES,衣服・装身具・露出状態に関するタグ,BROWSE_WORTHY,CLOTHING_EXPOSURE,CORE,衣服・装身具・露出状態として探すのが自然,,,,,,,"[""CLOTHING/ACCESSORY""]",[],[],NO,,CHECKED,[],
735,2204,grey_sash,YES,衣服・装身具・露出状態に関するタグ,BROWSE_WORTHY,CLOTHING_EXPOSURE,CORE,衣服・装身具・露出状態として探すのが自然,,,,,,,"[""CLOTHING/ACCESSORY""]",[],[],NO,,CHECKED,[],
736,2207,anal_grip,YES,動作・接触に関するタグ,BROWSE_WORTHY,ACTION_CONTACT,CORE,動作・接触として探すのが自然,,,,,,,"[""ACTION_CONTACT/INTIMATE""]","[""BUTTOCK_ANAL""]",[],NO,,CHECKED,[],
737,2210,attribute_slider,YES,文字・記号・レイアウトに関するタグ,BROWSE_WORTHY,TEXT_SYMBOL,CORE,文字・記号・レイアウトとして探すのが自然,COMPOSITION_CAMERA,SUPPORTING,構図・カメラ表現として探すのが自然,,,,"[""TEXT_SYMBOL/LAYOUT""]",[],[],NO,,CHECKED,[],
738,2213,pole,YES,物体・道具・小物に関するタグ,BROWSE_WORTHY,TOOL_OBJECT,CORE,物体・道具・小物として探すのが自然,,,,,,,"[""OBJECT_PROP/DAILY""]",[],[],NO,,CHECKED,[],
739,2216,chinstrap_beard,YES,髪・顔・目などの外観に関するタグ,BROWSE_WORTHY,HAIR_FACE,CORE,髪・顔・目などの外観として探すのが自然,,,,,,,[],[],[],NO,,CHECKED,[],
740,2219,brooklyn_sweater,YES,HOLD,HOLD,,,,,,,,,,,,,NO,,RESEARCHED,,
741,2222,brown_umbrella,YES,物体・道具・小物に関するタグ,BROWSE_WORTHY,TOOL_OBJECT,CORE,物体・道具・小物として探すのが自然,,,,,,,"[""OBJECT_PROP/DAILY""]",[],[],NO,,CHECKED,[],
742,2225,insertion_threshold_(meme),YES,HOLD,HOLD,,,,,,,,,,,,,NO,,RESEARCHED,,
743,2228,brown_choker,YES,衣服・装身具・露出状態に関するタグ,BROWSE_WORTHY,CLOTHING_EXPOSURE,CORE,衣服・装身具・露出状態として探すのが自然,,,,,,,"[""CLOTHING/ACCESSORY""]",[],[],NO,,CHECKED,[],
744,2231,ultra_beam,YES,HOLD,HOLD,,,,,,,,,,,,,NO,,RESEARCHED,,
745,2234,song_name,YES,文字・記号・レイアウトに関するタグ,BROWSE_WORTHY,TEXT_SYMBOL,CORE,文字・記号・レイアウトとして探すのが自然,,,,,,,"[""TEXT_SYMBOL/TEXT""]",[],[],NO,,CHECKED,[],
746,2237,implied_breast_milk,YES,液体・分泌・排泄表現に関するタグ,BROWSE_WORTHY,FLUID_EXCRETION,CORE,液体・分泌・排泄表現として探すのが自然,BODY_SITE,SUPPORTING,身体部位・身体特徴として探すのが自然,,,,[],"[""BREAST_NIPPLE""]","[""REPRO_PREGNANCY_LACTATION""]",NO,,CHECKED,[],
747,2240,heart_background,YES,場所・背景に関するタグ,BROWSE_WORTHY,SCENE_BACKGROUND,CORE,場所・背景として探すのが自然,TEXT_SYMBOL,SUPPORTING,文字・記号・レイアウトとして探すのが自然,,,,"[""TEXT_SYMBOL/SYMBOL""]",[],[],NO,,CHECKED,[],
748,2243,brown_sports_bra,YES,衣服・装身具・露出状態に関するタグ,BROWSE_WORTHY,CLOTHING_EXPOSURE,CORE,衣服・装身具・露出状態として探すのが自然,,,,,,,"[""CLOTHING/EVERYDAY""]",[],[],NO,,CHECKED,[],
749,2246,double_neck_guitar,YES,物体・道具・小物に関するタグ,BROWSE_WORTHY,TOOL_OBJECT,CORE,物体・道具・小物として探すのが自然,,,,,,,"[""OBJECT_PROP/DAILY""]",[],[],NO,,CHECKED,[],
750,2249,see-through_clothes,YES,衣服・装身具・露出状態に関するタグ,BROWSE_WORTHY,CLOTHING_EXPOSURE,CORE,衣服・装身具・露出状態として探すのが自然,,,,,,,"[""CLOTHING_STATE_EXPOSURE/SEE_THROUGH""]",[],[],NO,,CHECKED,[],
751,2252,reverse_princess_carry,YES,姿勢・位置関係に関するタグ,BROWSE_WORTHY,POSE_POSITION,CORE,姿勢・位置関係として探すのが自然,ACTION_CONTACT,SUPPORTING,動作・接触として探すのが自然,,,,"[""ACTION_CONTACT/INTERACTION""]",[],[],NO,,CHECKED,[],
752,2255,kono_hito_hari_ni_omoi_wo_komeru_(project_sekai),YES,HOLD,HOLD,,,,,,,,,,,,,NO,,RESEARCHED,,
753,2258,wooden_spoon,YES,物体・道具・小物に関するタグ,BROWSE_WORTHY,TOOL_OBJECT,CORE,物体・道具・小物として探すのが自然,,,,,,,"[""OBJECT_PROP/DAILY""]",[],[],NO,,CHECKED,[],
754,2261,tetra_(fish),YES,生物・植物に関するタグ,BROWSE_WORTHY,LIVING,CORE,生物・植物として探すのが自然,,,,,,,"[""LIVING_NATURE/CREATURE""]",[],[],NO,,CHECKED,[],
755,2264,shirt_down,YES,衣服・装身具・露出状態に関するタグ,BROWSE_WORTHY,CLOTHING_EXPOSURE,CORE,衣服・装身具・露出状態として探すのが自然,,,,,,,[],[],[],NO,,CHECKED,[],
756,2267,nismo,YES,検索向けタグとして確認,SEARCH_ORIENTED,,,,,,,,,,[],[],[],NO,,CHECKED,[],
757,2270,frilled_sarong,YES,衣服・装身具・露出状態に関するタグ,BROWSE_WORTHY,CLOTHING_EXPOSURE,CORE,衣服・装身具・露出状態として探すのが自然,,,,,,,"[""CLOTHING/EVERYDAY""]",[],[],NO,,CHECKED,[],
758,2273,diving_mask_around_neck,YES,衣服・装身具・露出状態に関するタグ,BROWSE_WORTHY,CLOTHING_EXPOSURE,CORE,衣服・装身具・露出状態として探すのが自然,TOOL_OBJECT,SUPPORTING,物体・道具・小物として探すのが自然,,,,"[""CLOTHING/ACCESSORY""]",[],[],NO,,CHECKED,[],
759,2276,red_nightgown,YES,衣服・装身具・露出状態に関するタグ,BROWSE_WORTHY,CLOTHING_EXPOSURE,CORE,衣服・装身具・露出状態として探すのが自然,,,,,,,"[""CLOTHING/EVERYDAY""]",[],[],NO,,CHECKED,[],
760,2279,holding_orb,YES,動作・接触に関するタグ,BROWSE_WORTHY,ACTION_CONTACT,CORE,動作・接触として探すのが自然,TOOL_OBJECT,SUPPORTING,物体・道具・小物として探すのが自然,,,,"[""ACTION_CONTACT/OBJECT_USE""]",[],[],NO,,CHECKED,[],
761,2282,isopod,YES,生物・植物に関するタグ,BROWSE_WORTHY,LIVING,CORE,生物・植物として探すのが自然,,,,,,,"[""LIVING_NATURE/CREATURE""]",[],[],NO,,CHECKED,[],
762,2285,dolphin_print,YES,色・模様・形状に関するタグ,BROWSE_WORTHY,COLOR_PATTERN_SHAPE,CORE,色・模様・形状として独立に探すのが自然,,,,,,,[],[],[],NO,,CHECKED,[],
763,2288,bishounen,YES,人数・人数構成に関するタグ,BROWSE_WORTHY,PEOPLE_COUNT,CORE,人数・人数構成として探すのが自然,HAIR_FACE,SUPPORTING,髪・顔・目などの外観として探すのが自然,,,,[],[],[],NO,,CHECKED,[],
764,2291,bongo_cat_(meme),YES,HOLD,HOLD,,,,,,,,,,,,,NO,,RESEARCHED,,
765,2294,polka_dot_bow,YES,衣服・装身具・露出状態に関するタグ,BROWSE_WORTHY,CLOTHING_EXPOSURE,CORE,衣服・装身具・露出状態として探すのが自然,COLOR_PATTERN_SHAPE,SUPPORTING,色・模様・形状として独立に探すのが自然,,,,"[""CLOTHING/ACCESSORY""]",[],[],NO,,CHECKED,[],
766,2297,torn_buruma,YES,衣服・装身具・露出状態に関するタグ,BROWSE_WORTHY,CLOTHING_EXPOSURE,CORE,衣服・装身具・露出状態として探すのが自然,,,,,,,"[""CLOTHING/UNIFORM""]",[],[],NO,,CHECKED,[],
767,2300,horse_legs,YES,非人間的特徴・変身要素に関するタグ,BROWSE_WORTHY,NONHUMAN_TRANSFORM,CORE,非人間的特徴・変身要素として探すのが自然,,,,,,,[],[],[],NO,,CHECKED,[],
768,2303,breasts_on_head,YES,身体部位・身体特徴に関するタグ,BROWSE_WORTHY,BODY_SITE,CORE,身体部位・身体特徴として探すのが自然,NONHUMAN_TRANSFORM,SUPPORTING,非人間的特徴・変身要素として探すのが自然,,,,[],"[""BREAST_NIPPLE""]",[],NO,,CHECKED,[],
769,2306,two-tone_shirt,YES,衣服・装身具・露出状態に関するタグ,BROWSE_WORTHY,CLOTHING_EXPOSURE,CORE,衣服・装身具・露出状態として探すのが自然,COLOR_PATTERN_SHAPE,SUPPORTING,色・模様・形状として独立に探すのが自然,,,,"[""CLOTHING/EVERYDAY""]",[],[],NO,,CHECKED,[],
770,2309,coughing_flowers,YES,HOLD,HOLD,,,,,,,,,,,,,NO,,RESEARCHED,,
771,2312,green_shrug,YES,衣服・装身具・露出状態に関するタグ,BROWSE_WORTHY,CLOTHING_EXPOSURE,CORE,衣服・装身具・露出状態として探すのが自然,,,,,,,"[""CLOTHING/EVERYDAY""]",[],[],NO,,CHECKED,[],
772,2315,seabird,YES,生物・植物に関するタグ,BROWSE_WORTHY,LIVING,CORE,生物・植物として探すのが自然,,,,,,,"[""LIVING_NATURE/CREATURE""]",[],[],NO,,CHECKED,[],
773,2318,fur_shirt,YES,衣服・装身具・露出状態に関するタグ,BROWSE_WORTHY,CLOTHING_EXPOSURE,CORE,衣服・装身具・露出状態として探すのが自然,,,,,,,"[""CLOTHING/EVERYDAY""]",[],[],NO,,CHECKED,[],
774,2321,raizen_high_school_uniform,YES,衣服・装身具・露出状態に関するタグ,MIXED,CLOTHING_EXPOSURE,CORE,衣服・装身具・露出状態として探すのが自然,,,,,,,"[""CLOTHING/UNIFORM""]",[],[],NO,,CHECKED,[],
775,2324,floral_print_one-piece_swimsuit,YES,衣服・装身具・露出状態に関するタグ,BROWSE_WORTHY,CLOTHING_EXPOSURE,CORE,衣服・装身具・露出状態として探すのが自然,COLOR_PATTERN_SHAPE,SUPPORTING,色・模様・形状として独立に探すのが自然,,,,"[""CLOTHING/EVERYDAY""]",[],[],NO,,CHECKED,[],
776,2327,broken_furniture,YES,物体・道具・小物に関するタグ,BROWSE_WORTHY,TOOL_OBJECT,CORE,物体・道具・小物として探すのが自然,,,,,,,"[""OBJECT_PROP/DAILY""]",[],[],NO,,CHECKED,[],
777,2330,standing_front_split,YES,姿勢・位置関係に関するタグ,BROWSE_WORTHY,POSE_POSITION,CORE,姿勢・位置関係として探すのが自然,,,,,,,[],[],[],NO,,CHECKED,[],
